20090307150841AAnxiLn	Local Businesses;United States;San Jose	Better chance of getting a tech job in santa maria or hollister, ca?	N/A
20090307150939AAvQclP	Local Businesses;United States;Other - US Local Businesses	Better chance of getting a tech job in santa maria area or hollister, ca area?	N/A
20090307150915AAzO5If	Local Businesses;United States;New York City	I WANT TO START A CRIME SCENE CLEANING BUSINESS.WHAT CERTIFICATE DO I NEED?	N/A
20090307152533AAVd7aG	Local Businesses;United States;Other - US Local Businesses	Looking for Seattle Meeting  Room Rentals. Where can I  find Meeting Spaces and  Temp Office Space for Rent?	I am looking for a temporary office space rental or to find a meeting room for rent in Seattle. Coworking spaces, meeting spaces, temporary meeting rooms, etc. will work. I just need something that I can rent by the hour. Thank you!
20090307153012AA3GaLH	Local Businesses;United States;Other - US Local Businesses	Conference Room Rentals in Seattle. Where to find & rent temporary office space or cheap meeting facilities?	I am looking to rent a cheap or discount meeting room for a class I am having. Can anyone help me find a daily or hourly meeting space, conference facility or temporary meeting room rental in the Seattle area. Thank you!
20090307120919AA5JC9p	Local Businesses;Singapore	Why r there no FREE bus go to  Giant Tampines from sengkang MRT sengkangMRT?	the  FREE  bus  dont  stop at    sengkang MRT      but  stop  at   some  ULU ULU ULU ULU ULU ULU ULU ULU ULU ULU ULU ULU ULU      bus  stops   at      dunno  where      STUPID   ,       STUPID   ,   isnt  it  ???
20090307120841AAC9aIJ	Local Businesses;Singapore	Why r there no FREE bus go to  Giant Tampines from sengkang MRT sengkangMRT?	the  FREE  bus  dont  stop at    sengkang MRT      but  stop  at   some  ULU ULU ULU ULU ULU ULU ULU ULU ULU ULU ULU ULU ULU      bus  stops   at      dunno  where      STUPID   ,       STUPID   ,   isnt  it  ???
20090227073908AAVQ7YJ	Local Businesses;United Kingdom;London	Anyone in Uk been asked by Argos to take advantage of their buy now page 6 month later deal.?	Offering Free credit. But have charged high interest rates before time was up.       I have which cost lots more than agreed. Even though at first I wanted to pay it all without taking this offer. But they said it wouldn't cost anymore. But it did.       Plus have you tried sending back a broken item to them. That was faulty?      How did you get on.
20090307104716AAZXHvM	Local Businesses;United Kingdom;Newcastle	I am 15, 16 in may. I need a saturday job desperatley.?	i need a satuday job to earn some money.      can you suggest any jobs for me      oh and also if i work in a retailers will i be working on the tills. thankyou x
20090307103327AAMGkeM	Local Businesses;United States;Other - US Local Businesses	Where can I find a owner/operator truck driving job ? What Company is good to drive for?	I have been driving for 10 yrs and have a newer Pete in good shape . Have a good driving record , no tickets and always on time .
20090307114314AAfbIEf	Local Businesses;United States;New York City	Does anyone know a place to  buy colege shirts?	Im looking for a place that sells assorted college shirts.Not just the most famous colleges.oh yeah and not to expensive.I live in LA.
20090307111810AAFPM5W	Local Businesses;United States;Chicago	Breast cancer walks? 13 years old?	im 13 years old amd was wondering if i could participate in a breast cancer walk for say susan g komen or avon? can i and what do i need to do??
20090307101255AAC32Vd	Local Businesses;Singapore	Was the Professor at NUT honest and telling the TRUTH?	DEAD  boy  tell  no  tales         the boy  at  NUT  is  dead,the Professor  at  NUT  can  say  whatever  he  like  ,so how can we know the  TRUTH??      DEAD  boy  tell  no  tales        as  for  the  other  students ,  i  am  very  sure  none  of  the  other  students  at  NUT  will  be  stupid  enough  to  say  things  that  will   make  all  the  Professors  at  NUT  and  the  NUT  adminstration    unhappy ............         everything that  all  the  other  students  say  will  surely  be  biased  and  prejudiced   to  varying  degree  , so   how  can  we  know  what  really  happened  ? How  can  we  really  know  the  TRUTH ? How  can  we  really  know  what  happened ?      Afterall, DEAD   boy   tell   no   tales      Only   GOD  knows  the  TRUTH ,  what  really   happened  at  NUT  that  day
20090307103746AAn4drX	Local Businesses;Other - Local Businesses	Is there a victoria's secret outlet store near orange, ca?	are outlet stores cheaper than the regular ones?
20090227072834AAybW0T	Local Businesses;United States;New York City	Does any one have up to date contact details for NE AUTOGRAPHS.?	N/A
20090307114522AAqyzZ4	Local Businesses;India;Bangalore	What caste does Vijay Mallya belong to.?	N/A
20090307102315AAqnUpb	Local Businesses;United States;New York City	I am looking GeraldiineRappo {Portente}from Queens, NY She went to John Adams High School.?	She is Gina Marretta'a God-Mother.
20090307105351AA7nRN8	Local Businesses;United States;Austin	Where can I trade my Bike in Austin Tx?	I received a mongoose mountain bike from my uncle. He paid 300 hundred for it. The only problem is that it is too big for me.. do you know when I can trade it in for a smaller girl sized bike
20090307111013AAyBeKu	Local Businesses;United States;Phoenix	Cheap prom dresses in Phoenix Arizona?	I am really broke for prom and I probably won't be able to go if I don't find a cheap dress. Like Really Cheap. I went to Last Chance once but I had no luck and I don't have gas to be going all the way down there.   It is my senior prom and I know it can be quite a splurge but my family has no extra money...      Please Help Me. I stay in Phoenix Arizona.
20090307113652AALHBxq	Local Businesses;United States;Dallas	Where micro soft at in mesquite?	where is microsoft at in mesuite iv got the 3 rings of death myself and how much is it to fix it
20090307114100AALlUbb	Local Businesses;India;Mumbai	Adr.for escndodo upholstry sops?	N/A
