20090222191948AAFA6qH	Computers & Internet;Other - Computers	Are you able to download a video onto a CD from iTunes?	N/A
20090222192431AAvL2h9	Computers & Internet;Internet;Other - Internet	How much per month does it cost to have a mac website?	like a website you make on your mac or w.e like shane dawson's.. how much do you have to pay per month? jw :)      shanes link..    http://web.mac.com/shanedawsontv/shaneda... 
20090222192648AAH0uL1	Computers & Internet;Security	Computer virus help!!!?	ok so i have  a virus on my pc, ithink i got it from a flash drive, so the problem is, the virus wont let me install any program, so i cant install my antivirus.......... I even tried it on SAFE MODE, but still i cant install .. are there any online anti virus i can use to remove this virus
20090222192548AAh8ryN	Computers & Internet;Programming & Design	How to input Japanese text DIRECTLY into Word 97 document?	When I try to input Japanese text using the Windows IME   it always puts the text into a floating input box.   I need to press ENTER to commit the text to the document.      There must be a way to input directly to the document.   How can I do that?
20090222192517AAAZWyR	Computers & Internet;Other - Computers	Help with computer symbols?	what does ^ mean in a math problem for instance: 5^2+56
20090222192433AAVg6G2	Computers & Internet;Internet;MySpace	Putting Text to the Right or Left of a Picture on myspace page..?	i put the code in and put the url of the picture in the spot it goes..and then type the text..but when i save it and preview it, it says terms of service violation right next to the picture. how do i fix it?
20090222193905AAgN3yj	Computers & Internet;Internet;YouTube	How long does youtube let you?	stay logged in for without signing out?
20090222193500AAK3URO	Computers & Internet;Hardware;Desktops	My webcam light would turn on by itself is some watching me?	or am i just being paranoid?
20090222192855AAbmiAd	Computers & Internet;Programming & Design	How does one put a 3d model from maya in front of real-life video?	I made a 3d model using maya and would like to put it in front of real life video so as if to suggest that my character exists in the real world.
20090222192924AAEOKKe	Computers & Internet;Other - Computers	Can't Shutdown computer using Start Button-> Shutdown??!!?	Hi, when i try to shutdown my computer using the shutdown option under the start button shutdown, restart and hibernate are all greyed out (unselectable). The only thing i could do is log off or lock my computer. Any fix???? I have installed a fingerprint scanner driver right before my problem, and i am running Windows 7 (Beta)
20090222193247AAtDEvN	Computers & Internet;Internet;Other - Internet	I have Internet Explorer 7. I set my settings to "show pictures" in the advanced tab, but it would?	delete each time I restart or open a new page or tab. How do I fix this? This started happening once I got wireless and the internet/cable guy set it up for me.
20090222193257AAm2Dd4	Computers & Internet;Software	What is the difference between  sound editing and sound  mixing?	oscar confusion???
