20070927125412AAKkzeQ	Food & Drink;Beer, Wine & Spirits	Sapete se è possibile comprare partite di martini,campari e gordon's via internet?a che prezzo?	N/A
20080103093851AA9ph3P	Food & Drink;Other - Food & Drink	Cosa Mangiate stasera x cena?!?	Salve answerini qualche consiglio di cosa potri mangiar stasera x cena!?!?voi che idee avete...che mangiate stasera!?
20080108202543AAYMxXJ	Food & Drink;Other - Food & Drink	Por que me da dolor de cabeza después de comer pescado?	Nunca falla, a los 30 minutos despues de haber comido pescado me da un dolor de cabeza no importa la clase de pescado que sea, es mas fuerte cuando como salmon. Aguien me puede ayudar con eso?
20071024121224AAvBAAh	Food & Drink;Other - Food & Drink	Cosa avete mangiato per cena?	io carne ai ferri e lattugona....
20071228120341AAychw8	Food & Drink;Cooking & Recipes	Como se hacen los chorizos de ajo (venezolanos)?	N/A
20080502072737AAnAoaN	Food & Drink;Cooking & Recipes	Have You a Barbecue Spare Ribs Recipe Please?	Thanks
20080303185522AAacc4h	Food & Drink;Cooking & Recipes	Homemade pizza without yeast?	is there any way i can make homemade pizza without using yeast? like. not the pizza with bread or bagels, i want to make pizza from scratch, but without yeast.   can i do that?
20080313221415AAKWcpi	Food & Drink;Beer, Wine & Spirits	Red bull o monster con cafi aspirinas?	hola que pasa si te tomas un red bull o un monster con 2 cafi-aspirinas unos dicen que te drogan pero yo al tomarlo no me paso nada y bueno de hecho eso era lo que queria    ?que sesupone que pasa si me tomo lo mismo o mas?   ha se me olvidaba despues de tomarlo me heche unas cervecita y ni asi por que?
20080313222501AALelGv	Food & Drink;Beer, Wine & Spirits	Que prefieren cerveza heineken o budweiser y por que?	N/A
20080324014315AAb21qI	Food & Drink;Cooking & Recipes	Torta al cioccolato con le uova pasquali?	Mi è avanzato tanto cioccolato al latte delle uova pasquali.   Avete qualke ricetta da consigliarmi?   Ringrazio a tutti coloro che mi risponderanno!!!
20080415074554AAUMvVw	Food & Drink;Cooking & Recipes	Perchè tagliare le cipolle ci fa piangere?	N/A
20080429105450AAONKri	Food & Drink;Other - Food & Drink	Cosa avete mangiato questa sera?	N/A
20080430205824AAGtUAk	Food & Drink;Other - Food & Drink	What would be a good title for a new choclate covered candy bar?	i need answers A.S.A.P.
20080501064300AAWb9Dg	Food & Drink;Cooking & Recipes	Pancake help?	This recipe says to heat the griddle over medium high heat. What exactly is that (Im guessing its 350 F)      here is the recipe:    http://allrecipes.com/Recipe/Good-Old-Fa... 
20080512101719AA37kNg	Food & Drink;Other - Food & Drink	Alguien sabe algo acerca de un chocolate llamado Postrelite?	N/A
20081005130009AApDTN8	Food & Drink;Other - Food & Drink	Is palm oil unhealthy for consumption?	Is it bad for cholesterol like butter and vegetable oil, or is it healthier like olive oil? How much is safe/unsafe?
20081007052212AA7bXvg	Food & Drink;Cooking & Recipes	Aiuto ricetta: cerco la ricetta "zitoni al ragù pertenopei"...qualcuno la conosce o sa un sito dv trovare?	N/A
