20090222154208AAv9YFR	Science & Mathematics;Weather	Who else is excited for summer thunderstorms?	i'll admit it, i'm a nerd lol. i loove thunderstorms, specially during the summer. anybody else?
20090222154155AA61hPm	Science & Mathematics;Mathematics	Probabiltiy question!!!!!!10 pts:)?	a medical test for glaucoma is 95%accurate. suppose 0.8%of the population have glaucoma. what is the probability..      a.a radomly selected person will test negative      b.person who test negative has glaucoma      c.person who tests postive doesnt have glaucoma.      i used a tree diagram bbut the answers i got werent right...
20090222154214AA9vrFx	Science & Mathematics;Mathematics	7) Show that these vector equations represent the same line.?	r ?=(3,2)+t(1,3),    t?R   r ?=(3,2)+k(2,6).   k?R   r ?=(4,5)+s(1,3),    s?R
20090222154456AAESOlm	Science & Mathematics;Mathematics	-10 divided by 40 = -0.25. wth is this?!?!?1?	How in heck can that be. Some please explain thoroughly. Thus makes no sense to me.
20090222154432AA4WBvY	Science & Mathematics;Mathematics	Is a triangle with the given side lengths a right triangle?	2.9 m , 2.0 m , 2.1 m       1.6 km, 1.2 km, 1.2 km
20090222154240AAxNOyu	Science & Mathematics;Mathematics	Simple Statistics question?	If you could help me with this question and explain it a bit, I would be very grateful      If two dice are rolled together, what is the probability that   a. the total # of spots is 8; (the sum is 8)   b. the total # of spots is 4; (the sum is 4)   c. both dice show the same #   d. at least one of the dice shows the #6   e. neither of the dice shows the #6
20090222154252AAIk6Tz	Science & Mathematics;Mathematics	Factoring by grouping?	How do I factor these two?      a^2b + 3a^2 + 2b + 6   4a^2x + 2a^2y - 6bx - 3by
20090222154729AAFP6XQ	Science & Mathematics;Zoology	Name Some Animals in the Ocean?	Any kind of animal that is interesting or RARE to find
20090222154623AAIjUd5	Science & Mathematics;Mathematics	How do I find the limit as x approaches 0 of ln(x/sinx)?	I know that I have to use L'Hopital's rule, but I can't figure out how to simplify it to infinity/infinity or 0/0   Any help would be very appreciated! :)
20090222154756AA6z7Zl	Science & Mathematics;Mathematics	Need help with finding integral of 3x^3/sqrt(1-x^2) dx?	There you go. lol    Here's what I have done so far, and I'm stuck/confused. Also, it does not seem to lead me toward the right answer. Maybe I'm wrong about that. But I have:   x^2=sin^2θ   x=sinθ   dx=cosθdθ      Right so far?      Then I replaced x^2 with sin^2θ, so that √(1-sin^2θ)= √(cos^2θ)       Then I replaced the dx with cosθdθ, giving me ∫ 3x^3 cosθdθ / √(cos^2θ)    I thought that the square root and the ^2 made the bottom just cosθ, and i thought the cosθ on the top cancelled with the cosθ on the bottom. Then I replaced the x^3 with sin^3θ so I had ∫ sin^3θdθ. I'm having trouble from there. But am I right so far?   Do split it up into ∫ sin^2θdθ * ∫ sinθdθ? what's the most efficient thing to do?   The answer is -((x)^2+2) √(1-x^2) + C      All help is appreciated. God Bless! later!
20090222154943AA7MKRt	Science & Mathematics;Mathematics	How do I find the exact value of an arctan?	I have to find the exact value of y = arctan(2). So i know that it would be the equivilent of 2 = tany, but how do I find the exact value of that anyways?
20090222154703AAxvNJH	Science & Mathematics;Earth Sciences & Geology	What does land and water change solar energy into?	First good answer gets 5 stars
20090222155052AASQsdS	Science & Mathematics;Mathematics	Wut is 225 square root?	N/A
20090222154914AAdmydM	Science & Mathematics;Mathematics	How many weeks is 180 days?	please helppp!!!!!!!!!!!!!!!!!!!!!!!!11   :D
20090222154700AA1de5X	Science & Mathematics;Mathematics	Help writing sinusoidal equation?	I need to create a sin or cosine equation with this data for time of sunrise for the first day of each month (in minutes)      Jan-446, Feb-428, Mar-387, Apr-332, May-282, Jun-250, Jul-252, Aug-279, Sep-314, Oct-349, Nov-388, Dec-426      Please show me how to find the amplitude, and period of the graph. If you could show me the final equation (either cosine or sine equation) that'd be great. Thanks so much.
20090222154704AAUPQ7Y	Science & Mathematics;Other - Science	How does acidity generate electricity?	this is for a project.. help?
20090222154837AA3Fl8L	Science & Mathematics;Mathematics	How do you read a ruler?	I totally don't know and I have a huge test coming up in which I will need to use a ruler SO PLEASE HELP in return I will awnser one your questions
20090222154842AAlErdE	Science & Mathematics;Geography	What year was the most destructive volcanic eruption by Tacana?	The Tacana volcano in Guatemala.    I need to know the year or whatever of when the most destructive eruption occured.   Thankkkkks. :]
20090222154909AAwvQop	Science & Mathematics;Mathematics	If the sum and product of 2 numbers are integers, then the 2 numbers are integers?	Prove or disprove!   thanks!
20090222155324AAmhcJ0	Science & Mathematics;Mathematics	Probability Question? Number of ways to seat 9 people?	How many ways can 9 students (5 girls and 4 boys) be seated if seating must be in alphabetical order?
20090222155257AAolesW	Science & Mathematics;Medicine	What are alternative for Vitamin B12 for those who are allergic to Cobalt?	N/A
20090222155144AAFx6Gj	Science & Mathematics;Mathematics	How do you differentiate f(x) = sin(2ln(x))?	f(x) = sin(2ln(x))       I also have another question- what is the derivative of    f(x) = x / (1 - ln(x - 8))  and what is the domains of f
20090222155225AAaaHuf	Science & Mathematics;Mathematics	Help with Trig Proofs?	(2asinxcosx)2 + a2(cos2x – sin2x)2 = a2   In words, that is parentheses, 2 a sin x times cos x close parentheses, squared. Plus, a squared, times parentheses cos squared x minus sin squared x close parentheses, squared. Equals a squared. This is the hardest one that I have come across and nothing I try works. Thanks for the help.
20090222155854AAzRDWI	Science & Mathematics;Chemistry	What is the Ksp of Mg(OH)2?	What is the solubility product. Ksp, of Mg(OH)2 if its solubility in water is 1.0x10-2?
20090222155857AAhNIhS	Science & Mathematics;Physics	PROTONS AND ELECTRON HELP!!?	1.half of a locket is 1000 protons and the other half is 1000 electrons. what is the charge of the locket?      2. you are 1 x 10^6 m apart from your friend, what is the attraction between the two halves of the locket?      pls and thanks. guys!
20090222155935AAOALmE	Science & Mathematics;Earth Sciences & Geology	Geologic process of Agua Canyon?	this is my science home work, and i tried typing this at google but i couldn't find any good answers.. does anybody know the geologic process or processes that resulted in the formation of the Agua canyon?
20090222160239AAtva1u	Science & Mathematics;Mathematics	Solving Systems of Linear Equations?	PhotoLab charges $ 9.00 for processing a 24-exposure roll of film and $ 12.00 for processing a 36-exposure roll. After their class trip Mr. Renkens' 8th grade class sent 22 rolls of film to be developed and paid $ 219 for processing.      a. Write a system of equations that describes the situation.   b. Fin the number of rolls of 24-exposure and the number of rolls of 36-exposure film that were processed
