3ixmHSwmaa	Good prank! Wish I was there to see the look on his face. LOL<br>  You deserved it since you were just looking for trouble.|`|mirOK6Bzaa	sex before marriage and religion don't usually mix...but next time chose more wisely where you ask for condoms. But no, he didn't have a right to talk to you that way.|`|FPn8QIHwaa	Disrespect earns you disrespect.
HfsZisOdaa	I would wait until normal business hours and call them to get their opening and closing times. <br>  <br>  ~
1Mc6BOvKaa	Its possible that they were somehow suspicious and evidence needed to be taken. I used to work in a sorting office for inbound international mail and we used to have a camera nearby just in case.<br>  We used it to take photos of things that caused us problems or health and safety issues, such as badly loaded lorries, items with various substances on the outside (I've seen it all, trust me), damaged items (photo is taken as it arrives, so that we can cover ourselves).<br>  <br>  The only reason I can think for them photographing some mail is that it was somehow contaminated or suspicious in another way.<br>  <br>  <br>  Don't be paranoid - remember that plenty of postal workers see your mail anyway as it passes through the network.|`|qxrr69bnaa	The postmistress probably felt like they were "suspicious" letters and needed to photograph them.  This was a rare occurrence in the PO.  The mail clerks and carriers have plenty of work to do--they do not have time to take pictures of the mail.
HfsZisOdaa	I would think your best bet would be to simply call and ask. <br>  <br>  ~
BO3KBsPIaa	There are no jobs! No-one is volentarily leaving there jobs because of the recession, and if people are being sacked, no one is being employed to replace them because business is slow. <br>  <br>  Maybe you could sell a bit of weed to your friends (if you do it)? I download and sell dvd's of the latest films to my friends and neighbours (for two pounds each which makes me about eighty quid a week). I know criminal activity isnt the best thing in the world, but at least it'll give you a bit extra cash.|`|Jr5YZ8Qbaa	Try your careers service. I hope you're not studying English!|`|ZZep1W8kaa	You could work for yourself in the evening. This way you would remain completely flexible and you won't have to commit to set hours, which is the best way whilst your studying. My son managed to get a good business opportunity under his belt and believe it or not he's now doing that full time and not anything to do with his degree!<br>  <br>  Check out this website they will send you information on any jobs available in your area:<br>  <a href="http://www.intouchjobs.co.uk" rel="nofollow">http://www.intouchjobs.co.uk</a><br>  <br>  Good luck!|`|HoSnPGu3aa	There are real work at home jobs which don't require any money to join. Online jobs can be divided into two types " Easy jobs " which are easy to do and "Skilled Jobs" which require skill from the candidate side to complete the work. After Searching the Internet I found number of real jobs which don't require any money to join. Visit my blog www.free-home-jobs-site.blogspot.com where I have posted easy jobs and Skilled jobs. I keep updating the jobs regularly. All information is given for free.|`|pGBTHEjtaa	<a href="http://nottingham.acuk/careers/students/job" rel="nofollow">http://nottingham.acuk/careers/students/...</a>
naequcqlaa	A job is a job regardless of what it is!  As long as you're making money, who cares what you're doing as long as it's ligament.  You've got to remember you're dealing w/the public, & people are people w/all kinds of personalities.  You'll get the nice ones, you'll get the "not so nice ones".  IF you do get one who isn't so nice, give them big smiles, act "extra nice" to them.  It w/either make them feel bad they treated you other than "civil" OR they might have a reason they are not in good moods.  Something may have happened in their lives that wasn't so pleasant.  By treating them w/kindness, you just may be doing something good for them, something they might just need at that moment.  You just never know where some folks are "coming from", but that doesn't mean you have to stoop to their level & upset you & your day.  I always try to live my life in a "do unto others" way of thinking on a regular basis anyway, this is what makes ME happy.  Just like most things in life, we get out of it what we put into it.  So if you have a chance ot getting any job, be thankful & at least you're earning money....That's th3 main objective of a job to begin with.  Best to you...:)|`|xCifmFfkaa	No, there isn't. The reason most people hate retail though is because of the customers. Most are rude, condescending, and treat you like their personal doormat.<br>  <br>  I work retail. And the attitude I have adopted is, 'You BETTER treat me with respect, or you can count on finding whatever it was that you needed ELSEWHERE.' I have no problem kicking unnessecarily rude people to the curb.|`|kFOxlebDaa	Nope. A job is a job right?<br>  Just have to learn to keep your cool with customers!
AA10299265	If it's not freezing everything, and the door gasket is sealing up okay, then the refrigerant is probably low. This usually means a leak has occurred. If the compressor were bad, the food would be warm.<br>  <br>  edit: Freon? hasn't been used in new refrigerators since before 1990<br>  <br>  Those numbers sound about right.|`|AA11374244	Probably the compressor going out. $400-$800. NEVER buy a Maytag. My $1600 lasted 2 years.|`|2CBxqNcaaa	if it freezes then then thermostatic controls are shot.  If it does not freeze then there could be a loss of freon or weak compressor.  More likely then not it is a control out.
ceb46f7e03a764bda9096c91e46a7814aa	Try the salvation army.  Also, Bay City has a couple of them one is Stambaugh appliance and I know the other one is on Huron rd but can not remember the name of it.
6qGY4cljaa	I suggest trying a nursery, as most plants can be bought there.<br>  <br>  However, I know a thing or two about what yours asking, and I think you're probably a kid, and if you ask for THAT plant at a nursery specifically, you'd be laughed out of the place.<br>  <br>  Other than that, you can not just waltz into most shops and buy it prepared for your smoking habit.<br>  <br>  Ta ta!|`|dUeDmb7raa	any head shop<br>  <br>  "bong store" in case you can't figure it out|`|eXPBp6vZaa	planet k
AA11463588	Did you know that you can get high of sage I saw  the 11'o clock news did a report about it.The report says that people buys it a  smoke shop May I make a suggestion to you  do some research on it But if you still want to get it  check around..
o6BDapZjaa	I grew up in Texas, I've never heard of Katy Mills, Texas (and neither has Mapquest or the USPS site).  Are you talking about Katy, Texas?  If so, then I'm sure there's one in Houston; Katy, Texas is only about 25 miles west of Houston, and Houston's the 5th largest city in the country!  The link below is a list of retailers that sell Xbox; you can find most, if not all of them in Houston.
