54765912.html	百度知道/医疗健康/妇产科/	小肚子两侧痛	4.14号做完微创人流，4.18号就来血和月经量一样，后来一点点拖到4.30才好，这几天老感觉小肚子两侧有点痛不过不明显，到现在月经还没来，月经一般什么时候会来啊？小肚子为什么痛，是什么毛病？麻烦你们了，谢谢
259719745.html	百度知道/教育/科学/升学入学/高考/	选择文理分科须具备哪些条件？有没有什么好专业？	我是江苏的考生，自己在物理方面不行，化学还可以，在几次的考试中地理还不错，生物不行，政治历史没有兴趣。在学校里，可供我们选择有：\r\n1物理化学。 2物理生物 3历史政治 4历史地理\r\n请各位过来人教教我，我该如何抉择？ 多谢。。。。。。
333429181.html	百度知道/生活/	有什么公交车到龙阳路地铁站？	不坐地铁
3078594.html	百度知道/娱乐休闲/音乐/	如何下载歌曲的LRC歌词文件?	怎样下载??
265957606.html	百度知道/文化/艺术/文学/小说/	推荐几本书	小说，杂文，随笔等等均可，不要网络小说，请写明推荐理由，谢谢
323079421.html	百度知道/电脑/网络/	安装无线路由器的时候无法输入pppoe联网账号和密码	说是能输入的对话框必须联网才跳的出来，但是由于在安装无线路由器原来的联通10M也无法连上网，求帮助！！！！！
286531427.html	百度知道/电脑/网络/百度产品/百度知道/	怎样更换百度知道的团队	我现在在一个团队，但我想换一个或再加一个，但不知怎么做
32091604.html	百度知道/教育/科学/	趁老师不在，跑进老师办公室吹空调会怎样	RT。并且上网。。。\r\n如果被老师抓到了会怎么处理？\r\n有在学习的。。。
313420706.html	百度知道/商业/理财/创业投资/	我想在四川绵阳开一个买彩钢瓦的店，不知道哪个地段适合，这个行业效益怎么样？有潜力吗？大概投资多少？	本人打工几年，有点积蓄想自己创业，听朋友说他老爸在西安开了家，不知道四川怎么样？这个行业风险、利润怎么样?希望哪位业内认识指点指点，谢谢！
302347485.html		有英语翻译高人吗……求救翻译……	在网上买了个书包，货号为YB-1049A，上面有一连串英文……其怪异程度……实在没看懂。还望高人指点一下……\r\n原文如下：\r\nSince 1996, desige and 219\r\nTreatise victory has been to be able to live with youself\r\nTo ascent my shortcomings and those of othe\r\n(目前不清楚会不会有单词山寨……网上的书包果然比较囧我。+=+!)
320907747.html	百度知道/游戏/网络游戏/	什么是5173的担保人	我要买个号，卖家告诉我5173交易找个担保人，担保费我出，可不知道5173担保人是什么
262377833.html		安装用MSDE2000总是显示指定的实例名称无效	我的电脑里已经成功安装了sql server 2000,我再安装MSDE2000的时候，\r\n总是显示指定的实例名称无效 。\r\n我想问的是我还有没有必要安装MSDE2000。因为已经安装了sql server 2000。\r\nMSDE2000和sql server 2000有什麼不同?我用的是用友U8。\r\n\r\n还有一个问题,U8安装完以后,点击企业门户，输入用户总是说没有该用户。\r\n若是用admin,登录,就说管理员不能进行该操作。请问我该用什麼进行登录啊????
318421231.html	百度知道/电子数码/	如何让已经滤处了红外光的手机摄像头拍摄到红外光	我想用手机拍摄在夜间白鼠的活动情况，但没有摄影机所以只能用手机，但问题是手机摄像头已经滤出了红外线有方法恢复吗?
312976727.html	百度知道/游戏/单机游戏/	孤岛危机1配置。	我看不懂，抱歉 分用完了
318423835.html	百度知道/游戏/网络游戏/	QQ三国里下线坐牢还能不能累计啊？如果不能的话我可是要做12个小时的牢啊..谁来帮我T T	我先弄个30分，如果行的通的话在追加，防止骗子
399149177.html	百度知道/娱乐休闲/摄影摄像/	芝麻宝贝孕妇摄影馆 ？？？	芝麻宝贝孕妇摄影馆长沙唯一专业孕妇摄影馆，巨资打造长沙唯一专业孕妇摄影实景影棚，长沙唯一专业孕妇摄影实景馆，配备长沙唯一专业孕妇摄影师团队。芝麻宝贝孕妇摄影馆长沙孕妇摄影的引领者。
312352064.html	百度知道/娱乐休闲/动漫/	像钢之炼金术师军事类的动漫，揭示战争的复杂，人类的无奈之类的。比较有争议的感觉！	千万不要几个人拯救全人类的那种，更不要热血打倒势力的那种，更不要一群萝莉，正太什么的耍军装的那种。\r\n黑暗一点，无奈一点，有内涵一点，谢谢啦~~
254677578.html		怀孕30周	患者信息：女 31岁 山东 青岛 \r\n病情描述(发病时间、主要症状等)：\r\n我怀孕30周了，今天去做B 超，医生说胎儿心脏有 反流 现象 建议我去做四维 如果确诊胎儿还能要吗 我心里很难受 不知怎么抉择
34198533.html	百度知道/教育/科学/	我说普通话说得快就不准了,好像说的大声也是一样.....	怎样纠正呢??我才10多岁啊,口齿就不清了吗??
325276640.html	百度知道/生活/购车养车/汽车购买/	郑州海马 海福星哪里有卖的？	目前海马汽车在河南海福星总运营商-郑州港骊祥 那里能买到 我的就刚提过一个1.3的
260683871.html	百度知道/烦恼/两性问题/	3月27号来月经 差不多5天后干净 帮我算算绝对安全期?	月经周期30天
333149891.html	百度知道/教育/科学/外语学习/英语翻译/	英文你好怎么说	记住是英文！！
326741299.html	百度知道/游戏/网易游戏/魔兽世界/	魔兽世界幽灵豹怎么抓啊？？	我打开好几个雕像都没出啊..幽灵豹好用吗？？
316295364.html	百度知道/娱乐休闲/音乐/欧美流行乐/	找一首英文歌，女的唱的，高潮时就是重复一句：be**my 哈（英文的心）大概就是从负4~5次吧	这个是什么歌？
326135494.html	百度知道/地区/广东/	广州红砖楼厂房的地址、	广州红砖楼厂房的地址、就是那个什么创意园的、求地址、、、那个红砖楼以前是旧厂房的
3213677.html	百度知道/教育/科学/	借代手法	例：大动「干戈」（指代武器）\r\n1.大兴「土木」（）\r\n2.伶「牙」俐「齿」（）\r\n3.「汗马」功劳（）\r\n4.舞「文」弄「墨」（）
