67072752.html		分手后又在一起	我们去年谈过几个月，后来因为我觉的他心里没我就 和他分了，，半年后他又来找我，说是真的爱我，我们就又在一起了，可是我总觉的他还是没心在我，有时候1天没一个电话，电话里也没话说，，可是在一起的时候他又对我很好，，，，他对我忽冷忽热的，到底对我是真是假．．．我该怎么办呢
157799930.html	百度知道/商业/理财/创业投资/	如何开网店	具体步骤
46353796.html	百度知道/电脑/网络/常见软件/浏览器/	如何查IE右键的\"检查此下载链接是否安全\"结果?	为了预防病毒,设置了IE右键的\"检查此下载链接是否安全,\"点过之后就跳过了这个网页,这是怎么回事?难道有病毒码?究竟怎样才能检查这个下载地址是否安全?
491647232.html	百度知道/生活/服装/首饰/	在拍拍网上买的衣服,收货的时候衣服上的纽扣已经有脱落的了,这算不算质量问题？	我觉得这是质量问题，但是卖家说这个只要自己缝一下就好了，没有明显的缺陷，不属于质量问题，我现在要退货，他们不承担邮费。
295727614.html	百度知道/烦恼/恋爱/	恋爱5周年应该送什么	我和女友恋爱时间马上就5年了·想送礼物给她，但又想不到该送些什么比较有意义而且难忘的，还有就是5周年那晚我想要一个蛋糕，蛋糕上应该写些什么比较浪漫？？麻烦有情人帮小弟个提议··万分感激··目前只有17分··之能给到15分了
392025777.html	百度知道/游戏/腾讯游戏/地下城与勇士/	DNF板甲防具	什么样的防具属于板甲\r\n新手玩DNF 之前只知道装备防御力高的防具\r\n刚刚听人家说我是穿板甲的 可是不知道什么是板甲 \r\n请各位老手方便告诉小弟一声
14795510.html		请问谁知道成都哪里有卖二手洗衣机啊？全自动的？太感谢了！	最好离人民南路比较近
401068154.html		目前怀孕两个月整，但到医院检查说从天数看孕囊很小， 有停止发育的可能性，不知道该怎么办，想要孩子！	患者信息：女 25岁 黑龙江 哈尔滨 \r\n病情描述(发病时间、主要症状等)：\r\n目前是怀孕两个月整，但是到医院检查，说从天数看孕囊很小， 有停止发育的可能性，让等一周再看看。本人没有什么不良反应，肚也不疼，感觉自己是临近月经的日期授的孕，因为刚停经的时候，用试纸和B超都检查不出来，过了半个月才检查出的。这种请况能确定是死胎吗？如果是死胎，身体会有什么感觉？\r\n\r\n曾经治疗情况及是否有过敏、遗传病史：\r\n无\r\n\r\n
512474537.html	百度知道/教育/科学/外语学习/英语翻译/	英语填空：January is the first month of the year,and December is_______.这里是填the twelfth	还是twelfth
6904075.html		哪里可以下载到CCTV-5的《三味聊斋》节目	我错过了好几集，谢谢大伙了！
