279353922.html	百度知道/电子数码/	无线网卡变wifi	有哪位大人帮我解决了这个问题，立即追加财富值．\r\n小弟最近买了只外置无线网卡，想当它变为一个WIFI热点，让我的iphone4上网．\r\n可是设置过程中出现了问题．\r\n1、小弟的互联网络连接的是通过单位的局域网，所以IP地址是不能用自动获得．\r\n2、本地连接－属性－高级，我的电脑没有教程中的任何下拉菜单。\r\n3、本地连接－属性，我勾选（允许其它网络用户通过此计算机的IE来连接）时，可是会报错，说IP有问题，我选择了自动获得IP，然后勾选（允许其它网络用户通过此计算机的IE来连接），最后再改回我原有的IP。使本地连接下边出现了小手的图形。\r\n4、我手机能搜到创建的无线网络，信号极好，有两次也成功上网，可是不一会儿就断开了，打开网页时说（SATARI打不开网页，因为它尚未接入互联网），或是蜂窝数据已关闭。\r\n大约问题就是这样了，有哪位大人能帮帮我么。
79757680.html	百度知道/生活/	卡斯罗幼犬多少钱	三四个月大的，在华东地区大概多少钱一只，毛色不同的价格一样吗？
153112462.html	百度知道/生活/保健养生/	南方有哪些水果	南方有哪些水果
145389602.html	百度知道/娱乐休闲/动漫/	地狱少女 仙太郎出现	是在第几集啊 \r\n告诉我吧~~~
81579656.html	百度知道/烦恼/	学校有个漂亮身材好的老师，怎么去勾搭…？	身材好的可以得90分，长像也该有85分以上！是学校新来的老师，属于她来男生寝室检查卫生可以让80％以上的男生激动一下！1.7米左右高，身材好啊！求可以给美女老师熟悉的方法！
86075539.html		我要修改QQ密码可是一直提示我不在同一个IP上	我要修改QQ密码可是一直提示我不在同一个IP上怎么办谁能告诉我\r\n我这个QQ现在还有密码保护我也已经挂了好几天了\r\n也没用大哥大姐们帮帮忙小弟在线等
346847334.html	百度知道/游戏/单机游戏/	我这机子能玩孤岛危机2吗？	电脑型号 惠普 NJ087AA-AB2 g3708cx 台式电脑\r\n操作系统 Windows XP 专业版 32位 SP3 ( DirectX 9.0c )\r\n\r\n处理器 AMD Athlon(速龙) 64 X2 双核 5000+\r\n主板 和硕 NARRA5 (Nvidia nForce 430(MCP61))\r\n内存 1 GB ( 镁光 DDR2 800MHz )\r\n主硬盘 希捷 ST3320813AS ( 320 GB / 7200 转/分 )\r\n显卡 Nvidia GeForce 6150SE nForce 430 ( 128 MB / 惠普 )\r\n显示器 惠普 HWP2827 HP 2009 ( 19.9 英寸 )\r\n光驱 建兴 ATAPI DVD D DH16D3S DVD光驱\r\n声卡 瑞昱 ALC888 @ Nvidia nForce 430(MCP61) 高保真音频\r\n网卡 NVIDIA nForce Networking Controller
56563235.html	百度知道/电子数码/手机/通讯/手机购买/	诺基亚N81的8G版本和原来的那款有什么不同?哪个好?	为什么8G般的比原先的那款便宜?哪位大哥能告诉我呀?谢谢啦!
235235852.html		在一天签了合同，可是老板就让我亲戚去直接上班了，到了下午不小心把手指头弄断一小节。工厂应该补偿吗？	那补偿多少呢？我亲戚在医院修复了几个月才好点。到了工厂那边老板只赔了一个医药费，还让他去工作。这公平吗？
233640480.html	百度知道/电脑/网络/笔记本电脑/	qq哪种字体好看	qq哪种字体好看
204304947.html	百度知道/教育/科学/理工学科/数学/	【急】一道数学题，有根号，发图，帮帮忙	等式｛ ｝ = 成立的条件是（ ）\r\n(A) x＜3 (B) x≤3 (C) 0≤x＜3 (D) x≥0\r\n｛内为图片中的等式｝
34399807.html	百度知道/教育/科学/理工学科/	百年绝对 请各位网友来对对	上联:移椅 倚桐 同望月\r\n这个对子出自清朝年间一位才女之手,当时是花烛之夜.她为难新郎,只有对出下联才能进洞房.哪想到身为举人的新郎想了四天四夜,却仍无法对出.就连新郎请来相助的众多好友也想不出来.最后还是才子纪晓岚想出了个好的下联:等灯 登阁 各攻书\r\n此后百年再也没有人对出别的下联.\r\n不知各位网友能否想出更好的.
233915865.html	百度知道/电子数码/手机/通讯/	DEFY壁纸全屏问题	DEFY壁纸如何全屏，怎么弄都只有一块
247156341.html		我想问一下：我口腔溃疡反复发作，每次都长几个，喉咙部位还有很多黄色的小泡，密密麻麻的，吞口水都疼...	我想问一下：我口腔溃疡反复发作，每次都长几个，喉咙部位还有很多黄色的小泡，密密麻麻的，吞口水都疼。我还有慢性咽炎
53490559.html	百度知道/教育/科学/外语学习/英语考试/	帮忙翻译一下! 谢谢谢谢!	Throughout the 1990s, capital inflows to the developed world increased roughly fivefold.\r\nStill, such inflows represented only 1 percent of the developed world’s gross domestic\r\nproduct. Compare that with the nineteenth-century wave of\r\nglobalization, during which Great Britain invested 5 percent of its gross domestic product overseas. If the entire developed world followed suit today, foreign capital inflows could actually exceed domestic savings in all developing nations, effectively doubling the rate of investment.
245958782.html		免费抽奇瑞QQ轿车	51.com活动，免费抽奇瑞QQ轿车，不管真的假的去试试吧 http://2011.51.com/?f=bGRzNTE5
25634452.html		qq面板登陆不了qq邮箱 从网站能打开	请教高手！！！ 就是那个小信封点了不好使，还有想改密码点安全设置里的密码安全也不好用，右下脚出来新闻点了也不好使， 但是这些在网站都能打开。就是我的电脑不行，别的QQ号在我的电脑也没打开，但是我们在别的电脑都能打开，一样的版本。还有就是杀毒没发现毒，重新卸载安装QQ也不行。愁人呀~~~
65716432.html	百度知道/游戏/单机游戏/仙剑奇侠传/	哪儿有仙剑4下载	下载速度快
2872406.html	百度知道/电脑/网络/硬件/	问高手帮忙！方正FG796-NS的问题！	我有一台方正FG796-NS的显视器，黑屏了。一通电就哒。。哒的响，（显示器黑屏）响的时间间断是二秒之四秒左右！请问这是哪里出了毛病了？望高人指点。
263858282.html	百度知道/电子数码/	一般注重音质的你们用的是mp3还是mp4啊	一直都在纠结买mp3还是mp4,关键是音质.......
