329061161.html		ip4s水货最便宜最低什么价格?水货在哪购买，购买方式?	最好详细点.
9330739.html	百度知道/游戏/网络游戏/	《热血江湖》武器强化时用1块强化石或者2块3块，有什么不同？	我强化时只用了一块强化石是不是会没那么厉害，而且是不是浪费了一次强化的机会？
309121981.html	百度知道/文化/艺术/文学/小说/	推荐一下你们喜欢看的推理小说	最好是写上作者名、、
244634404.html	百度知道/商业/理财/财务税务/	学生找服装厂做一批T恤，请问如何保障自身利益？	本人大学在校生，现想找一服装厂做一批800件左右的T恤，总价10000多，请问在这个过程中如何保障自身利益不受损？我有和厂家签订单合同的资格吗？非常感谢啊！
89126305.html	百度知道/生活/生活常识/	看手相问题	如果掌心有王字纹，无名指下发也有王字纹这能代表什么呢？
49065700.html	百度知道/电脑/网络/	风扇狂转	不知道怎么回事，每次断电以后再开机，CPU风扇就狂转，系统时间也变成2003年1月1日，哪位高手知道是怎么回事？怎么解决啊？小女子不胜感激的！！！
96454052.html		晏子这个人，一生生活节俭，深受孔子尊重。连司马迁也曾经说过，如果晏子还活着，他情愿为晏子赶车。	晏子＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿\r\n孔子＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿
503929536.html		9100跟p880哪个好!各个手机有硬伤没	价格：2000多\r\n外观：直板\r\n使用目的：智能机\r\n使用人：学生
191837415.html		桌面下面的任务栏怎么变窄，我解除锁定拖动它没用，一下就没了，变成隐藏了，再拖回来又宽了	桌面下面的任务栏怎么变窄，我解除锁定拖动它没用，一下就没了，变成隐藏了，再拖回来又宽了，应该怎么设置啊
424953200.html		2012年重庆自考学位外语报名时间是多少	今年是不是有两次考试机会啊，希望详细回答，谢谢！
201224771.html	百度知道/烦恼/青春期/	我想知道我还能不能长高，我今年19岁，身高168，有严重抽烟史，我爸爸175左右，老妈很矮，不到160	我今年19岁，身高168，有严重抽烟史，我爸爸175左右，老妈很矮，不到160。从小我就驼背，我的身体也很虚弱。以前跟同龄的人高矮差不多，可是最近今年我都没有长过，现在好郁闷呀，有没有什么办法能预测我还能不能长高，服用增高药能不能长高。补充一下，我家里人都很高，我妈妈除外。
503953551.html	百度知道/烦恼/恋爱/	卫生间里自己的毛巾挂在哪 家里来的客人不会乱用	家里来的客人总是随便拿起毛巾就用 特意安装一个毛巾架 专门放客人的毛巾 而且总是最干净的 可是不知道为什么他们还是会把卫生间毛巾用个遍 是不是我放毛巾的方式不对呢 我总是习惯洗完脸 洗一下毛巾 湿漉漉的毛巾挂在别的地方又不方便 愁死我了
495995533.html	百度知道/生活/美容/塑身/美白/防晒/	东方绿舟5天军训要干什么?	高一的 5天 详细点 具体会干什么？住宿 衣服 伙食什么的？会比暑假的累吗？
19424469.html	百度知道/电脑/网络/笔记本电脑/其它笔记本/	跪求一笔记本无线上网卡,保证能玩网络游戏,并且能漫游,而且价格实惠!请高人指点.	跪求一笔记本无线上网卡,保证能玩网络游戏,并且能漫游,而且价格实惠!请高人指点.我人在广州,最好给我一个详细的报价,上网卡加包年费用.谢谢.我的QQ是362233927!!!!急
297640777.html	百度知道/地区/浙江/台州市/	100分求浙江台州三门县癌症村资料	详细的资料最好，最好是化工方面的资料 
19678641.html	百度知道/教育/科学/外语学习/英语翻译/	英语翻译,SSP上的,大家帮忙翻译一下拉,谢谢大家拉	Counting down to Winter Fun\r\n\r\nThereis nothing else like winter during the year. Of course, some people will say winter is not fun because it is “so cold”. But they are wrong!! There are many great things in winter that we can’t see in spring, summer, or autumn. \r\n\r\nIf you just think a moment, you will realize that winter is the best season of the year. Here are the top 5 reasons why winter is so fun:\r\n\r\n5. Winter is beautiful. What other season shows you nature’s beauty with snow? Snow is both beautiful and fun to play with. You can go ice-skating or sledding. You can build a snowman or a snow fort. You can make snow angels or have snowball fights ...\r\n\r\n4. You can have fun both indoors and outdoors. Unlike in the hot summer, when you always want to be indoors, you can play both inside and outside.
202187459.html		我现在戴的近视眼镜能看到0.6的样子，不喜欢戴眼镜了，想做激光矫视手术，做了手术能看到哪种效果？	我今年21岁，有600度近视，100度散光，请朋友些给点意见，谢谢
32320361.html		苏州园区新城花园的78平米的房子可以卖到65W吗	留个我的手机号码13771930910\r\n知道的话给我打个电话吧 \r\n因为本人公司出了点事 \r\n急需要钱\r\n房子在小区中的位置不错 不靠马路和高压线 简单装修 2空调
337045932.html	百度知道/教育/科学/外语学习/英语考试/	SAT 2000，TOEFL 100-105，SAT2 2300+，GPA3.9的硬指标，有希望RD进Cornell，Brown甚至更前的学校么？	我PS，推荐信，课外活动什么的都还可以，特别是课外活动比较不同（出书），有5年的市福利院义工活动，还有全国，省级竞赛奖项
2827508.html	百度知道/电脑/网络/操作系统/系统故障/	%windodows%\\driver cache\\i386 这是表示什么东西？	%windodows%\\driver cache\\i386 这是表示什么东西？在那里找啊？
285173648.html		我和朋友三人合伙办了个小公司，刚成立资金还没到位，和法人闹意见了怎么办	我和朋友三人合伙办了个小公司，刚成立资金还没到位，现在和公司法人（三大股东之一）闹得意见不和，之前已付了5%的股金。现在想退出，那钱还能要回来吗？如果我选择继续合作下去，该怎么办？
327083834.html	百度知道/游戏/网络游戏/	- -我是小学生木有钱、怎么不花钱可以玩龙之谷怎么不卡？	内存896MB RAM、处理器 AMD Athlon(tm) 64 x2 Dual Core Processor 4600+, MMX, 3DNow(2 CPUs)、显示卡 NVIDIA GeForce 6150SE nForce 430
281286453.html		谁能给我一个分男女版的手机主题的网址？	就是情侣主题分男版和女版的
324377978.html	百度知道/电脑/网络/常见软件/	跪求生活大爆炸第一季和第四季全集中英文双字幕用迅雷可下载的。发邮	跪求生活大爆炸第一季和第四季全集中英文双字幕用迅雷可下载的。发邮箱zouzilong1991@yahoo.cn追加分。大哥大姐帮帮忙啊。
326676842.html		我怀孕八个月了有点便秘,要吃什么	我怀孕八个月了有点便秘,要吃什么
310985325.html	百度知道/娱乐休闲/音乐/	求英文经典摇滚节奏强的老歌和香港经典摇滚节奏强的老歌~在线等！有详细	香港的 比如 叫什么美云的 冰冻的女人 张国荣 吸烟的女人 黄敏华 卑鄙 原曲 Duran Duran什么什么的 叶德娴 面对奈何原曲 什么的，谭咏麟 的士司机 还有什么啊 给高分
44236558.html	百度知道/烦恼/恋爱/	没见过我这样泡妞泡的那么失败的吧？我怎么办啊？	最近喜欢上一个女孩，我们公司的，来了没多久，他有男友了，工作的关系我们经常在一起合作，她属于是那种很放的开的类型的女孩子，而我也属于那种痞子型的男人，所以经常在语言上调戏她，感觉她也不是那么反感，有时候还会为我的一些举动吃醋，但是她有男朋友的。那天喝了点酒，冲上去就亲了她，看她的反映好像也没台在意，但我并没觉得她喜欢我，我觉得她属于是那种希望天下男人都喜欢她的类型，她很刻意的回避自己有男友的事实，好像很不想让我知道。大概怕我知道了就不会对她好了。但是我现在郁闷的是，她好像对我戒心很重，从来晚上都不敢根我单独出去吃饭什么的，唯独一次还非要拉上她的一个女朋友，我那个郁闷啊～我觉得现在自己被她当个流氓，我在她心里现在的形象怕已经就是个流氓了。现在请各位高手赐教下，小弟下一步应该怎么做？
241752963.html	百度知道/娱乐休闲/动漫/	PS中的动画怎么做，就是把两三个图片放在一起1，2秒可以切换图片的	能说的详细的一点吗，这个地方老做不出来，不知道怎么把两三个图片放在一个动画为什么在一个帧里放不起来，只能一个图片复制多个闪，哪里做错了，还有保存的格式是什么
257917035.html	百度知道/文化/艺术/舞蹈/	Breaking 玩 style move	玩style move的，要练哪些东西，也可以说哪些是基本的必修的，以及后来要练的东西，这样能避免盲目的练习和练习误区。
44115770.html	百度知道/教育/科学/外语学习/英语考试/	帮我将下面这段文字翻译成英语!急!!!!!!!!!!!	自由不仅意味着个人拥有选择的机会并承受选择的重负，而且还意味着他必须承担其行动的后果，接受对其行动的赞扬或谴责。自由与责任实不可分。如果一个自由社会的成员不将“每个个人所处的境况乃源出于其行动”这种现象视为正当，亦不将这种境况作为其行动的后果来接受，那么这个自由的社会就不可能发挥作用或维续自身。\r\n\r\n坚信个人自由的时代，始终亦是诚信个人责任的时代。然而不无遗憾的是，这种对个人责任的信念，同对自由的尊重一起，现在已明显地衰落了。责任已变成了一个不为人们所欢迎的概念……有关责任的信念还常常引起另一些人的极端憎恨……毋庸置疑，正是由于创建一个人自己生活的机会还意味着它是一项无止境的艰难使命（人欲实现他的目的，就必须将这种创建生活的机会作为一项戒律而强加于自身），才使许多人对自由感到了惧怕。
