155003240.html		请中国人多多帮我！！ 中国演出产业 统计	你好\r\n我是韩国大学生。我研究关于中国演出市场的现况\r\n查过好长时间 没有什么资料阿~ \r\n在哪儿我能看有关中国演出市场资料 \r\n已经找了半天~ 找不到 \r\n特别我找中国演出市场消费者现况 \r\n亲爱的中国人\r\n请多多帮我 ^ ^ \r\n谢谢
428911279.html	百度知道/生活/购车养车/汽车购买/	起亚K5怎么样？	总感觉像个花瓶 外表好的没话说 但是内置也太坑爹了吧？根本就不成正比 内置感觉像出租车一样 这是20W的车？ 尼玛...
427841162.html	百度知道/电脑/网络/硬件/CPU/	我的电脑去年配的 玩不了大型3D网游 比如说魔兽 我想把CPU或显卡换了 请问该换什么样的CPU或显卡	我的电脑配置\r\n电脑型号 X86 兼容 台式电脑\r\n操作系统 Windows XP 专业版 32位 SP3 ( DirectX 9.0c )\r\n\r\n处理器 英特尔 Pentium(奔腾) D 2.80GHz\r\n主板 昂达 G41L (英特尔 4 Series 芯片组 - ICH7)\r\n内存 2 GB ( 威刚 DDR3 1333MHz )\r\n主硬盘 日立 HDP725032GLA380 ( 320 GB / 7200 转/分 )\r\n显卡 Nvidia GeForce 210 ( 256 MB )\r\n显示器 惠科 HKC1910 ( 19.1 英寸 )\r\n光驱 建兴 COMBO LTC-48161H 康宝\r\n声卡 英特尔 82801G(ICH7) 高保真音频\r\n网卡 瑞昱 RTL8105E Family PCI-E FE NIC\r\n请问下该换什么样的显卡才能玩像魔兽这样的网游\r\n光换显卡行吗？\r\n如果不行也把CPU也换了\r\n前提是主板必须带得动的\r\n求高手解答下\r\n谢了！
529653401.html		易建联在NBA的成就能不能把乔丹挤出名人堂啊？	你不知道易帝在NBA时全联盟都抢着要，最后阿联为了照顾他们才一年换了一支球队，换了4支后实在是受不了联盟各个球队老板的骚扰这才回国你不知道易帝在NBA时全联盟都抢着要，最后阿联为了照顾他们才一年换了一支球队，换了4支后实在是受不了联盟各个球队老板的骚扰这才回国
59956643.html	百度知道/教育/科学/外语学习/	帮忙翻译以下 俄文 уссурийский	уссурийский谢谢啦
407749984.html		关于孙策、周瑜的同人小说有哪些？	腐女们...帮忙啦~
147055939.html	百度知道/电脑/网络/常见软件/办公软件/	word和excel打不开，提示查找不到文件	打开WORD 或 EXCEL 时提示：\r\n找不到文件“该引号内的内容为文件路径”（或它的组件之一），请确定路径和文件名是否正确，而且所需的库文件可用。
62026500.html	百度知道/体育/运动/武术搏击/	请大家给我讲讲极拳道 散拳道 泰拳 硬气功吧！	请大家给我讲讲极拳道 散拳道 泰拳 硬气功吧！（可加高分）\r\n有人说泰拳是世界最凶狠的，也有说极拳道是最狠的，还有说散拳道比泰拳更狠，我懂的不多我想硬气功是最厉害的吧！\r\n练泰拳会关节疼，而而且平均寿命在50岁，我现在要想去学极拳道不知道会不会对身体有什么影响！所以请大家帮帮我！
148863933.html	百度知道/商业/理财/保险/	平安保险定点医院	平安在吉林省通榆县有定点医院吗
60366661.html	百度知道/烦恼/交友技巧/	男人,你的情人给你买的衣服,出现了这样的情况,你会怎么办?	你外边不正当的女的,给你买的衣服,你在你老婆面前说是自己买的,你老婆肯定不会信,你会为了跟你老婆关系好了,把衣服扔掉吗????????\r\n我是女的,上边的事是我经历的,我想问问其他男式你们怎么做???
62409791.html		寻找一首很好听的歌。开头是nanana nana.好象是韩语或是日语的。像是童声。好想要。	真的好喜欢好喜欢啊。\r\n就是SAYATOO博客里面的背景音乐。\r\n地址：http://www.sayatoo.com/blog/\r\n知道的人一定要告诉我哦。我真的好喜欢好喜欢。\r\n谢谢。拜托辣。
64836957.html	百度知道/地区/山东/青岛市/	青岛到上海怎么走方便	我现在在青岛开发区,想去上海,不知道现在春秋机票有没有了,或者做客车票价是多少,候车好象没有到上海的吧?\r\n希望能回答的具体呀些,谢谢了
48643401.html	百度知道/电脑/网络/互联网/网站使用/	我的C，D，E，F盘为什么都打不开了？	我的C，D，E，F盘为什么都打不开了？点右键点打开就能，双击就不行，这是为什么？
431778415.html	百度知道/游戏/网络游戏/	木瓜奇迹挂交易线后不能登陆~~急~	进交易线挂好个人商店输入/木瓜商人，1天后想上去看看，但是再登陆就提示账号错误,进交易线提示账号正在使用中，很急啊，知道的大神帮忙。
526742688.html		诺基亚e71安装不了软件 求解！	网上说的办法差不多都用上了还是装不了 不是证书受限制就是过期 求高手解决 回答详细一点 有类似问题解决过的帮个忙 不要复制的 跪谢了 也可以留下你得联系方式
52433782.html	百度知道/商业/理财/股票/	中国铝业601600后期走势如何/本钱35	中国铝业601600后期走势如何/本钱35
56306032.html	百度知道/社会民生/时事政治/	社会主义经济与社会主义市场经济的区别	我们政治老师说，社会主义经济就是公有制经济。社会主义市场经济是以公有制为主体，多种所有制共同发展的经济制度。书上说，公有制为主体，多种所有制共同发展的经济制度是我国的基本经济制度，那么是否我国的基本经济制度就是社会主义市场经济？
