343133039.html	百度知道/生活/礼节礼仪/	倒茶与倒酒有何区别？	倒茶与倒酒有何区别？
177634421.html	百度知道/教育/科学/理工学科/物理学/	月球既受到地球对它的引力又受到太阳对他的引力,可是为什么绕着地球转,当却不会绕着太阳转.	我决的太阳的引力好想很大啊,可是为什么月亮还是被地球吸引住,而没有饶着地球转,求详细解答,谢谢了.
3026131.html		《孤雏泪》和《孤星血泪》是一本书吗？	如果不是，那《孤雏泪》讲的是什么呢？
357109654.html		国军抗战全纪实哪有资源？	凤凰卫视上看到的辛亥革命纪念片
521339969.html	百度知道/电脑/网络/编程语言/Html/Css/	淘宝旗舰版CSS装修装修教程，	如题，我店铺是旗舰版的，其他装修我倒无所谓，我只是想知道在描述中怎么样才可以使用CSS代码，因为我想使用表格定位来做一个两排六格的宝贝推荐，还要做一个宝贝参数，因为我想宝贝参数那里表格使用下划线（虚线），但是我用Dreamweaver 8设计好了把代码拷贝到淘宝里面是不行的，请问各位要怎么弄
349505072.html	百度知道/电脑/网络/硬件/硬盘/	硬盘坏道屏蔽	我扫描C盘 提示在2000MB以后 有200多MB的坏道 继续扫描就蓝屏了 扫不过去了\r\n我把C盘隐藏,D盘活动分区,装不了系统啊!\r\n我准备这样操作,麻烦看下行不行:\r\n重新分区,C盘1G,D盘100G然后隐藏,再调整C盘到50G,其余分到E,F,最后把D盘删除!\r\n这样是不是坏道区就没有影响了?\r\n我的疑问在于:C盘 D盘分完后,D盘隐藏,是否还可以调整C盘大小,经常分区装系统有经验的来说说吧!
1751163.html	百度知道/医疗健康/	怎么清理宿便，有用过欣方冲剂的吗	女 孩子总是希望自己能通畅一些
524040457.html	百度知道/电脑/网络/	【招聘】宫斗群管理	群主宫斗能力较好，曾拥有2个宫斗群，现在是8个宫斗群的管理兼皇上。\r\n本群正在筹建，群主有过两个宫斗群，现已转于人，如今新建，想找管理协助。\r\n管理职位如下：\r\n皇后，一名，负责写妃史，改妃嫔，公主，太级妃嫔，太公主，长公主帖子备注，及群名片\r\n左丞相，一名，负责写国史，改王爷，皇子，宸子【皇子之子】幻子【太子之子】 世子【王爷之子】帖子备注，及群名片\r\n右丞相，负责改群内时间，御医等级百官，将军，侍卫帖子备注，及群名片\r\n总管姑姑【直接受命于皇上】，负责改 宫主【皇上之表姐妹】 ，格格【官家小姐】，雪主【太公主之女】，王姬【长公主之女】，萱主【郡主之女】，伶主【皇子之女】，琴主【太子之女】，郡主，皇子妃，淑蒂【公主之女】 ，宫女帖子备注，及群名片\r\n礼仪女官，负责解签，包括容貌，身世，男生容貌，以及教新人礼仪，尤其是宫斗格式，群论坛里有。\r\n如有感兴趣者，请回复，格式如下：\r\n========================================\r\n人物职位：\r\n宫斗时第一次码字过几：\r\n宫斗时平均码字过几：\r\n每月在线时间：数字\\30\r\n如果为学生，上学时中午可否在线：\r\n放假时每天除去10小时睡眠时间剩余的12小时可在线几小时：数字\\12\r\n上学时除去8小时睡眠时间，10小时上学时间，可在线几小时：数字\\4\r\nQQ：\r\n=======================================\r\n我知道每个人的精力有限，没法对每个群都尽心尽力，但是请一定要对这个群负责，因为我用了极大的心血来筹建这个群，所以请对我的劳动报以尊重态度。\r\nO(∩_∩)O谢谢
212197623.html	百度知道/娱乐休闲/动漫/	球柯南反穿越的已完结的文	搞笑点的、也可发到我邮箱964483754@qq.com【就是柯南穿越】
176942165.html	百度知道/生活/交通出行/	买长途车票要身份证吗？	没有怎么办 户口本可以吗
34977819.html	百度知道/地区/河北/石家庄市/	请问石家庄的户口怎么查?``	我今年毕业``但是不知道学校把我户口迁石家庄哪个地儿了``请问怎么查户籍?```
35038460.html	百度知道/社会民生/时事政治/	歌颂父爱的名言或歌曲或诗句	快点帮我找!!!!!!!
272282344.html	百度知道/电脑/网络/编程语言/C/C++/	能帮我吧下面的程序改成C++的行么？麻烦了	void display()\r\n{\r\nstruct Info info;\r\nFILE *fp;\r\nint total=0;\r\nif((fp=fopen(\"inform.txt\",\"rb\"))==NULL)\r\n{\r\nprintf(\"\\tCan not open the inform file!\");\r\ngetch();\r\nexit(1);\r\n}\r\nwhile(fread(&info,sizeof(info),1,fp)==1)\r\n{\r\ntotal++;\r\nif(total==1)\r\nprint1();\r\nprint2(info);\r\n} \r\nfclose(fp);\r\nprintf(\"\\n\\n\\tThere are %d record in all!\",total);\r\ngetch();\r\nprintf(\"\\n\\n\");\r\n}
260744716.html	百度知道/教育/科学/升学入学/考研/	西南石油大学的双学位学位证有年限吗？修双学位还是考研比较好啊，可以都弄吗？时间精力够吗？	我是英语专业的，马上大三，现在很纠结，到底是修双学位还是考研，因为据说修了双学位就没时间考研了，考研的话怕万一考不上，修双学位据说学位证有年限，另外说不利于长远发展，可不可以既修双学位又考研，如果要修双学位的话，我是文科生，想修一个好一点的专业，修什么比较好呢，石油相关专业难度有多大，经管院的呢？非常感谢
347838472.html	百度知道/烦恼/恋爱/	女朋友因为别人对我冷处理，在我的苦苦努力下答应冷静一段时间再说，我还能挽回这段感情吗？	她跟同事是办公司恋情
53260535.html	百度知道/烦恼/情感情绪/	女生跟男朋友再外面过夜好么?	男友说想和我在一起一个晚上..可是..我该答应么?
24040151.html	百度知道/电脑/网络/硬件/	内存卡问题	我用的是MOTO E398的手机,嫌内存不够就买了个128MB的内存卡.前两天我用读卡器连上电脑,结果提示说未格式化.把卡放回手机上也说未格式化.现在要怎么办才能保住卡上的数据啊?
67624582.html		如何邮购mp4.	1如何邮购mp4？\r\n2如何发款？\r\n3如何收货？\r\n4收不到货怎么办?\r\n5什么是邮购货物的代码?如何获得?
24504934.html	百度知道/烦恼/恋爱/	这是怎么回事	我们恋爱三年多了,由于两地分开,我们分开了,但是由于谁也不知道是为什么,现在她没有找我也没有找的,但是我还是一直爱着她的,很想她,她我也不知道是为什么是怎么想的,但是昨晚我梦到她在别人的怀里,我气疯了,我不知道是为什么,醒来一看是梦,所以我想还再去追她,但是我不知道是为什么他给我分开,她也不知道理由,请问一下,我应该怎么办,我在南京,她在老家济南.我应该怎么办呢,她周围的人也是很多的,
27575647.html	百度知道/医疗健康/皮肤科/	胸部挠痒后毛细血管破裂怎么办	这是怎么回事挠痒痒后胸部毛细血管破了像吻痕一样~！！555555
82936655.html	百度知道/文化/艺术/民俗传统/	搬家吉日(先20分,回答的好,再追加100分!!!)	大侠们帮忙,快!\r\n房子已经装修好,所有东西都是新的.\r\n我和我太太,一个80年11月,一个83年3月\r\n1\\何时搬家最好,搬家的时候风水之类的应该注意什么事项?\r\n2\\我们所有的东西都是新的,所以对于我们而言,什么才是算的上是搬家?\r\n3\\我们听说有正月不搬家这个讲究,是否有?\r\n谢谢,急,如果有讲究,我们希望要年前搬进去!!!
526338511.html	百度知道/教育/科学/理工学科/工程技术科学/	单相 变压器 二次侧 对地电压 问题，请教下	假如二次侧是220V 那么应该是二次侧2根引出线之间的电压是220V。那么每根线对地电压是多少？ \r\n不知道我这样问可明白？
25007709.html	百度知道/娱乐休闲/摄影摄像/	数码相片处理后去冲洗质量会有影响么？？	我的相机照完后，相片都是2M左右大小，我把他处理成800×600大小了。因为太占地方。请问有没有专业人事告诉我下，如果我处理后再去洗相片的地方洗成相片会有很大的质量影响么？？比如说不如原来清晰了？？着急啊。我把我老婆的相片都缩小了。结果她说还要冲出来。如果有影响我就死定了。5555555555555555555555555555555555555。
340703889.html		求一个好听的公司名字。在线等。公司的做电子业的 两个字三个字都行，希望现代化一下的名字	最佳名字++++分
89230026.html	百度知道/烦恼/	征集有创意的求婚方式	求婚方式或温馨或浪漫，当然啦，要有创意！\r\n个人基本情况介绍：本人大学毕业在浙江工作三年，性格淡定，不擅长制造浪漫，在这方面有先天缺陷；女友现在武汉读研二，性格开朗大方。准备今年在浙江领证。\r\n最好说具体些，求婚应该制造什么氛围？对女友说些什么适合的话？要不要买什么礼物？\r\n希望这点子是原创的！\r\n一经采纳，必有重谢！
284205372.html	百度知道/教育/科学/院校信息/	2011天津理科生 成绩556 高出一本线41分 想知道报考河北工大的机械设计把握有多大 还有那的国防生的有多大	急 如果大的话 我打算放弃一本A的选择 直接保一本B的河北工大 谢谢
354022115.html	百度知道/医疗健康/中医/	手脚冰凉，怎么办？	女 \r\n夏天也有点手脚冰凉，冬天更甚之。在脚很凉的情况下还会出脚汗。。。\r\n怎么办类？
85143280.html		淘宝购物的几种发货方式 即平邮，特快，EMS都怎么取货？	去邮局取 还是 送货上门？\r\n需要身份证吗？如果暂时没有可否取到货？\r\n本人第一次网购，不清楚撒~
26843114.html	百度知道/生活/生活常识/	野生枸杞子会掉色么？	买了一包枸杞子，回家一泡就掉色了，卖家说是野生的所以掉色，是真的么？？？？
7575359.html	百度知道/体育/运动/足球/	世界杯是谁创办的	世界杯是谁创办的
290856705.html	百度知道/电脑/网络/互联网/	迅雷免费7天会员真是太坑爹了。	我开个新号它说每到5级领不到，我开了个8级的它却说超过5级领不到。。。。不知道开个5级的能开了么。。真她麻痹的坑爹
84187686.html	百度知道/游戏/巨人游戏/征途/	征途50级去哪暴装备	我53了，是新手，不知道50去哪暴装备，请教一下征途高手谢谢了啊
83748090.html	百度知道/游戏/单机游戏/	Blackmore’s Under A Voilet Moon	谁有这首歌的中文解说呀，万分感激。
285379266.html	百度知道/生活/育儿/	儿童补锌产品 ，哪种比较好？	双胞胎儿子都缺锌，怀的时候就缺了估计。现在6岁了。
274704888.html	百度知道/生活/美容/塑身/美发/护发/	怎么用醋洗头，我有几个问题还想请教一下	我以前是用力士洗完头后，又用护发素，如果要用醋的话，那么用力士洗完头后就可以不用护发素，就直接用醋洗了吗？先用力士，再用醋洗，对不？
272723796.html	百度知道/文化/艺术/历史话题/	贵重的近义词是什么	贵重的近义词是什么
85117727.html		怎么看网速快不快	上行宽带40KB 下行200KB 这什么意思 网速好不好？
87489907.html		SL400 杂音等问题 大家帮助一下	现在后悔呀，图便宜买了一台联想THINKPAD SL400 2743AQC 风扇声大还没什么，放音频的时候时不时有杂音，特别是上网看视频的时候，时不时有 “趴 趴 ”的杂音，像油沸腾时的声音，虽然声音不大，但也影响心情。带上耳机杂音就传到耳机里面，但是杂音要小一些。看下载下来的视频杂音就很少了。不放音频就没杂音。那天去联想服务中心，有点闹，那里的人就说没有听到杂音，不退货，现在也过了包退期了。这是什么原因引起的杂音呀？？有没有处理方法？还有这款机VISTA系统硬盘分区之后不好是不是？如果换成盗版XP系统之后将硬盘分区会不会影响使用？？大家指点下。谢谢。。
279524877.html		寻求帮助啊，请问这个西宁臭豆腐那个项目比较好呢，我想了解了解，给介绍介绍啊，谢谢了~	寻求帮助啊，请问这个西宁臭豆腐那个项目比较好呢，我想了解了解，给介绍介绍啊，谢谢了~
78385398.html	百度知道/文化/艺术/文学/	极品家丁经典对白	提供一点经典对白吧~
290968532.html	百度知道/电脑/网络/互联网/	求最新真三比赛视频 网页在线看的	速求
280434561.html	百度知道/游戏/单机游戏/魔兽争霸/	dota末日守卫 怎么打 暗夜魔王	怎么出装备
169002305.html	百度知道/生活/家居装修/	请各位高手支招：一楼太潮湿想把室内地面整体垫高20厘米该怎么做?	旧房改造，因一楼太潮湿，每当梅雨季节，地面和墙面都会出水，现在想把室内地面整体垫高20cm，用什么材料好，用拆墙的碎砖渣可以吗？垫高以后再做防水，可以铺木地板吗？请各位高手指教，谢谢！！！
