19882884.html	百度知道/社会民生/宗教/	高僧大德在世时有没有生成舍利子的 比如某高僧大德在世时将头发留长 而后将其剪下焚烧后形成舍利子	有类似这样的例子吗
11448046.html	百度知道/教育/科学/学习帮助/	帮我解一个不等式,谢了!!!!!!!!!!!!!!!!	|x-1|+|2-x|>3+x
189620209.html	百度知道/烦恼/两性问题/	我和女朋友月经期间做爱了。她没有事可是我好像有姓病了。是怎么回事，谁可以告诉我麻烦	是不是月经期间做爱男的会有姓病的。
190471021.html	百度知道/生活/美容/塑身/减肥/塑身/	女 45岁， 换过瓣膜 金属瓣膜，小腿开过刀现在还有钢筋在 能在家用家用的足浴盆泡脚么。	女 45岁， 换过瓣膜 金属瓣膜，小腿开过刀现在还有钢筋在 能在家用家用的足浴盆泡脚么。，能开震动喝冲浪么 这样的情况能加温到多少度
188952505.html	百度知道/教育/科学/理工学科/化学/	急急急！初三化学计算题	小明做红磷燃烧实验，需要氧气90mL。\r\n1.为了让生成的大量白烟尽快消失，小明要预先在集气瓶中盛装占其容积10%的水（五氧化二磷溶于水）。实验时，为了保住氧气需要，他应至少选择容积为（ ）（填125毫升，250毫升，500毫升或1000毫升）的集气瓶来盛装空气。\r\n2.为了得到浓度较大的氧气，小明思考了一下，该用下面的方法收集氧气；\r\nA.与125mL的集气瓶，预先使瓶内留有占容积10%的水（余下为空气），用玻璃瓶盖住瓶口，并倒立于水槽。\r\nB.向瓶中小心通入氧气，待瓶内水排完后，用玻璃片盖住瓶口，取出正放好。\r\n请帮小明计算一下，瓶内氧气的量能否满足实验的需要？\r\n\r\n\r\n解答过程要说清楚，谢谢！
180194166.html	百度知道/烦恼/两性问题/	会不会怀孕啊 啊	月经推迟了4天，一直都胃胀，腹胀，偶尔还会痛，乳房也涨，这些之前都是月经来前的征兆，可是等了四天了，都没来。。上个月月经刚排完那天，跟男朋友有性器官接触，但没有进去，我是处女。这四天我都用试纸测了，都是阴性，没有怀孕，，怎么回事啊。。呜呜呜呜
194273715.html	百度知道/生活/服装/首饰/	冬天来了，这么冷，想打扮自己，又不想去逛街，这么办啊？	别急 往下看\r\n\r\n淘宝店 衣儿衫丝女人吧 开业真情巨献 \r\n\r\n促销活动如下：\r\n一、发放3元 5元 10元 20元 50元 100元 优惠券 可作现金使用 截止12月31日\r\n二、每天10点-13点 15点-18点 19点-22点 总计9小时 60件宝贝 限时打折 疯狂秒杀\r\n最低3.5折 \r\n我们的目标：让每一位光临小店的顾客都满载满意而归\r\n我们的方法：价格直至0利润 真正上帝级服务\r\n我们的口号：女人要对自己狠一点 1234GIRL 一二三四 GO GO GO！\r\n\r\n买不买 先看看再说 看什么？别看广告 去店里看“疗效”吧
19236988.html	百度知道/娱乐休闲/明星/华人明星/	金庸30大侠的名单	那位大侠知道，请帮忙，谢了。
198109273.html	百度知道/电脑/网络/	A4纸编辑文字时，上一行和下一行的行距太宽 怎么调啊	A4纸编辑文字时，上一行和下一行的行距太宽 怎么调啊 请说的详细些 谢谢
112469259.html		玩DNF最少需要多大的内存条	我家是内存条248M.....太低了吧。不能玩DNF 换个多大的就能玩了？
197716748.html	百度知道/电脑/网络/百度产品/百度其它产品/	弹弹堂我是百度19区的，谁能给我一个真天使之赐。	拿到后会加分的。
19222073.html	百度知道/资源共享/	怎样可以免费得到QB或者黄钻啊?	怎样可以免费得到QB或者黄钻啊?
17031479.html		客厅四面都有门,空间也不大,怎么摆放带有镜子的衣帽架?	客厅四面墙都有门,东面墙是小房间房门,靠北,南面墙是大房间的房门,靠东;西面墙有进门的大门,靠北;北面墙是厨房和卫生间的房门,靠中间紧挨着,跟厨房和卫生间的窗户在一条直线上.\r\n\r\n据说房间里面放镜子是有讲究的,原本想买一个带镜子的衣帽架, 但现在四面都有门,怎么摆放最好呢? 可以招财避邪?
268878286.html	百度知道/游戏/网易游戏/魔兽世界/	魔兽世界怎么安装快	魔兽我下完了 安装的时候上面也是需要下载和安装 安装到36%的时候我关机了 下次打开的时候 就不是继续安装了 我想问下怎么能让他继续安装 或 安装的速度快
45267378.html		我女朋友说我无趣,我应该怎么办啊!!!哎!!!	应该怎么做呢 想让她开心起来 我怎么也觉得自己很无聊的!!!!
