60466512.html	百度知道/教育/科学/外语学习/英语考试/	求助英文翻译几个名称	主管，艺术团长，宣传人员，会计，出纳，考核，票务人员
393474013.html	百度知道/电子数码/手机/通讯/手机使用/	诺基亚6120ci安装了华康少女字体直装版就是用不了	问题类型：系统辅助\r\n以前弄这个东西的时候要什么证书。\r\n\r\n什么直签，根本就不懂。\r\n\r\n在论坛上找了个华康少女字体直装版的 就是没用我把文件改成sis的了\r\n\r\n手机显示 无法打开。不支持此类型文件。\r\n\r\n\r\n我郁闷了！！ 请高手求解！如果能仔细的教我并且成功的话 给20分。
52361508.html	百度知道/文化/艺术/文学/戏剧/	莫扎特在乐师的陷害下，写下了最后一首曲子，然后就死了，那首曲子叫什么？	如题 写啦！
51193100.html	百度知道/社会民生/法律/	关于宠物(狗)咬人的事件~~急!!!	我有个朋友经营宠物店,包括给狗洗澡,美容以及用品之类的.有次有位顾客带了只松狮狗来洗澡,结果在洗澡时,这只松狮咬伤了店里的员工,几乎将她下巴及嘴唇咬穿,使员工整个下巴到嘴唇缝了整整20多针,今后还要进行植皮手术来恢复原貌.(员工是个20多岁的女生.还未结婚.)之后宠物店店长找到该狗主,该狗主还不肯承认,认为是宠物店的过失,不肯赔偿过多损失.只愿一次性付点钱解决.但钱也不肯多出.现在全靠店长一人在支付费用.请问这件事该如何解决???洗澡前,员工曾问过该狗主人,会否咬人,狗主人回答不会.(这只狗曾经在店里还咬伤过其他客人,而且还没有狗证.)\r\n拜托大家给点意见~实在不知如何才好~~
256226479.html		反恐行动鼠标灵活？	我鼠标DPI是800的在反恐行动里面灵活调多少好啊！哦玩M4和AK的~~
355232979.html		wphone8怎么是安卓系统？ 怎么还是双卡？知道的朋友介绍些....	wphone8怎么是安卓系统 今天在手机店里看到一不手机上写的是windows phone8 我试了一下感觉还可以 屏幕够大 电容屏 也智能 就是不知道其他配置 ....
152960522.html	百度知道/电脑/网络/软件开发/数据库DB/	信息检索	（1）intitle:科学发展观\r\n（2）A (2w) B\r\n（3）素质教育 site:edu.cn filetype:pdf \r\n（4） robot*android\r\n（5） 收支平衡表 filetype:doc OR filetype:xls OR filetype:ppt
297683691.html	百度知道/电脑/网络/互联网/网络连接/	两种宽带，如何实现网速叠加。	家里有两种宽带一种铁通2M，一种电信4M的，有两个无线路由器（都是TP-LINK一个54M一个150M）都可正常上网。请问要怎样才能同时将这两种宽带接入一台笔记本，并实现网速叠加。
157365187.html	百度知道/地区/广东/	广州白云区麦地路附近有没有地铁出口	现在地铁所有的出口处也标附近的地方,真麻烦~~
156901862.html	百度知道/地区/广西/	从霞浦到柳州最快的方法	怎样从福建省宁德市霞浦县坐火车到达广西柳州用时用费最少？
318105930.html		电脑断电关机,现在速度慢,GHOST多次重装系统都无济于事	电脑迅雷下载QQ炫舞,关掉显示器睡觉去了,等醒来,发现电脑黑屏了,显示器灯亮,后来强关机了,再此开机,还是黑屏,后来试了好几次才开机进入XP,第二天开机又黑屏,又试了几次才正常,后来拔了内存条,擦了下内存条铜片,,开机还是黑屏,后来又擦了显卡铜片,能屡次正常开机了,但是现在发现电脑速度没有以前快了,动不动还卡住,无响应,反正速度没有以前风驰电掣的感觉了,后来又装了一遍系统,还是无济于事,后来又尝试了十几种系统,还是慢,没有以前的速度了,系统绝对没病毒,插件什么的,就是觉得无论装什么系统都没有没出故障前速度快了,后来修电脑的说GHOST系统不好,直接覆盖安装系统的,现在我的电脑需要全硬盘重新格式化再分区就OK了,还帮我装好系统,备完份,哪位大侠解释一下,我该不该让他弄,弄完后,速度还是慢,不是三十元扔下水吗,他也没说包我速度快,他说的话有里吗,我的系统一直用虚拟光驱GHOST安装的,重装N次了,还慢,现在是\r\n怀疑不是电脑哪个部件不行了,CPU速度慢了。。。重装系统多次不停的重启,造成CPU性能下降？哪位好心的高手大侠为小弟指点迷津,电脑五月一号装得,绝对排除老化原因,哎,到底哪里出了故障？
295670728.html	百度知道/地区/黑龙江/哈尔滨市/	哈尔滨情趣用品	哈尔滨哪里有情趣用品，要质量好的，有介绍的朋友吗？
159359654.html	百度知道/体育/运动/足球/	阿根廷队首场比赛对阵尼日利亚	梅西表现除了进球堪称完美，那么贝隆表现怎么样
155416868.html	百度知道/教育/科学/院校信息/	我2010届中国美术学院艺术设计学第100名文化大概500～520，专业179.8请问我报国美有希望吗？	希望国美的前辈指点。另外告诉我一下“艺术设计学”的前景。
15034355.html		为电脑命名！大家帮忙！	我想把我的电脑分成两块，娱乐和学习，大家能帮我想想针对娱乐和学习两块空间，分别为它们取个时尚、有个性的名称好吗？
29620092.html	百度知道/地区/陕西/咸阳市/	陕西咸阳民族学校是属于本科院校吗	陕西咸阳民族学校的二本录取分数大约是多少？他的专业那一种比较热门？专科的那一些专业比较好？
156361439.html	百度知道/地区/广东/	东莞塘厦离深圳龙岗有多远	我在塘厦 想去龙岗、\r\n请问有多远啊？\r\n过去方便吗？
299338452.html	百度知道/资源共享/视频共享/	老李的优酷需要人气！希望朋友们都来看看！！！	http://u.youku.com/user_show/uid_老李，枪神
1552873.html	百度知道/电脑/网络/硬件/电脑外接设备/	关于光驱的问题	我的光驱前段时间借给同学，能正常使用，但换回来后就不能用了，盘符存在，但是什么盘都不读，提示将盘插入光驱中。重装都不可能了～现在情况更严重了～光驱打不开了…………请教各位高人！！
155208577.html	百度知道/电脑/网络/操作系统/系统故障/Windows/	windows7系统 我的电脑搜索不了文件	我刚刚用360清理过,之后我的电脑就搜索不了文件, 但只要在C D E..盘连里面搜索又可以` 为什么?
151873281.html		宝宝锁骨摔伤了怎么办	2岁的宝宝从床上不小心摔了下来(当时是头和肩膀着地),手臂抬不起来,当时就去医院了,医生检查了说是骨头没大事,但三天过去了孩子还是喊疼.晚上脱了衣服从背影看锁骨的位置有点肿,而且也摸出来.该怎么办?
292029093.html	百度知道/游戏/网络游戏/	大灾变出了各种问题，从更新补丁的绝望到下载客户端的更绝望，到购买光盘安装的超绝望。	大灾变出了各种问题，从更新补丁的绝望到下载客户端的更绝望，到购买光盘安装的超绝望。有多少朋友和我一样.\r\n从wlk我去了台服，从国服wlk更新我的回归，到CTM7月份出现的各种登陆不上的问题，安装不上的问题。有多少魔兽同人跟我一样，沉浸在失望之中，给我发句话，让我不孤单看着黑屏。要喷网易，要AFK的，都给我留下言。
152558976.html	百度知道/教育/科学/理工学科/数学/	小学数学怎么学？	小学数学怎么学？
29377275.html	百度知道/电脑/网络/电脑装机/选购/	现在普通电脑配置	我先在内存256MB 显存64MB 处理器奔4 过时了吗
156311332.html	百度知道/文化/艺术/	《傅雷家书》背景	《傅雷家书》是在怎样的背景下写出来的？
160249435.html	百度知道/电脑/网络/电脑装机/选购/	请高人推荐显卡，1000左右，有电脑配置，3d制图和游戏	主板 \r\n处理器名称 DualCore Intel Pentium E5300, 2633 MHz (13 x 203)\r\n主板名称 Asus P5QL SE (3 PCI, 2 PCI-E x1, 1 PCI-E x16, 2 DDR2 DIMM, Audio, Gigabit LAN)\r\n主板芯片组 Intel Eaglelake P43\r\n系统内存 2048 MB (DDR2-800 DDR2 SDRAM)\r\nDIMM1: Kingston 2 GB DDR2-800 DDR2 SDRAM (6-6-6-18 @ 400 MHz) (5-5-5-15 @ 333 MHz) (4-4-4-12 @ 266 MHz)\r\nBIOS 类型 AMI (08/25/09)\r\n通讯端口 通讯端口 (COM1)\r\n通讯端口 ECP 打印机端口 (LPT1)\r\n--------------------------------------------------------------------\r\n请帮忙推荐一款显卡，百度推荐（目前的主流是800以下的9800GT，HD4850，HD4830系列，\r\n推荐：影驰9800GT中将、铭瑄9800GT巨无霸1G版；蓝宝石HD4850毒药等。\r\n）另百度说蓝宝V3800，3d制图很牛，因为想买一块好用的显卡，至少1，2年内不用更换，请大家帮忙参考推荐，谢谢大家。
158592031.html	百度知道/商业/理财/企业管理/	2010年铁岭工商执照年检需要什么手续	我们公司注册在昌图请问2010年铁岭工商执照年检需要什么手续
15580201.html	百度知道/体育/运动/篮球/	12月份CCTV5直播火箭的名单???	谢谢,我要全的,不要概括节目表,12月份的就OK,谢谢啦!!!!!!!1
153318169.html	百度知道/社会民生/其他社会话题/	方晓宇什么病	方晓宇什么病
312394603.html	百度知道/游戏/盛大游戏/冒险岛/	冒险岛132龙神的HPMP多少	求鉴定
153476202.html		DNF我60剑圣想搞把天脊乾坤剑，有什么方法？	我几乎天天手动冰龙深渊，累个半死，连个粉都没看到，别人怎么就能打到啊50史诗光！
158466608.html		燕山大学21世纪楼上有无自习室或教室？	如果有，请说一下在几层？
153054449.html	百度知道/烦恼/恋爱/	请帮忙谢谢!追女孩子的问题 急!	我今年25了,十几天前联系上一个单身的高中女同学,开始在QQ上聊的挺好的,后来开始发短信打电话了,还一起吃了一顿饭,结果前几天她跟我说不要对她太上心了,有点不适应对她太好了,她不想跟同学谈恋爱,然后我就很不能理解地跟她辩解,还向她表白了,她还是很坚定的说不找同学谈恋爱,她在电话那头都哭了...后来她直接挂电话了,第二天我直接没上班去喝酒了,很郁闷.然后两天以后她打电话给我,让我帮她解决一个电脑问题,晚上QQ上又帮她解决电脑问题聊到11点多吧..第二天也是这样,QQ上聊到11点左右的时候,她说我帮了他要请我吃饭,但不让我乱想,又提不找同学的事,本来心情挺好的又郁闷地跟她辩解了一会,后来在同学的劝说下我住嘴了.第二天她就不是很乐意搭理我了.\r\n我现在就是不明白她的意思,能感觉到她对我是有好感的,可是我稍微一热心了她就给我泼冷水,而且态度十分强硬,就是不跟同学谈恋爱,所以我现在很矛盾呢,不知道该怎么办了,另外这个女孩可能比较自卑,老跟我面前说自己自卑,他的父亲前几年刚刚去世,对她打击挺大的.\r\n请大家帮我分析下她到底是什么意思,另外我该怎么做,是继续还是放弃呢?谢谢!!!
154089178.html	百度知道/商业/理财/	关于证券从业资格考试的多项选择和不定项选择题	周五就考试了 我到现在也没搞明白\r\n多项选择就是最低两个选项 不定项就是最低一个选项是么？？\r\n那考试中的除了单选和判断 另外一种到底是多选还是不定项？
157954277.html	百度知道/教育/科学/升学入学/考研/	我原本是理科生，现在学英语专业，我想考研，但是不想再考英语专业了，请各位指导下，我该报什么专业？	不想学特别偏向文科的，比如文学语言这一类的方向
15675425.html	百度知道/文化/艺术/历史话题/	长征胜利的必然性？	我想请教的是，从单纯的军事角度看，红军长征能取得胜利的原因。政治理论与政治路线是很重要，但是这种影响应是长远的，就红军当时而言，如何才能摆脱“国军”的围追堵截？这才是关键所在！求生意志固然重要。但是单纯的意志行为，是无法改变当时的现状的！这必须得有正确的战略，战术。但我对此了解甚少，请各位畅所欲言，不吝赐教！
157483573.html	百度知道/电子数码/	大显cn747如何下载qq软件	研究了半天 还是搞不懂 是不是这机子不支持qq这个功能的
299525117.html	百度知道/电脑/网络/百度产品/百度其它产品/	我的百度商城里没有可改名的会员徽章卖了。。怎么回事?度娘抽了吗?	你看，都没有显示可改名称的徽章卖。。。。。怎么搞的。。。？？？小度真抽了吗···
163066932.html		一摩尔的水加一摩尔的酒精等于什么	?
15435917.html	百度知道/电脑/网络/操作系统/系统故障/Windows/	关于电脑屏幕上的光标旁边的漏斗问题！高手进啊！！	从昨天开始，我的电脑每隔10秒种，光标右侧就会闪出一下漏斗的图案，我知道漏斗的意思是指后台忙，可是我在什么也不操作的时候也是隔10秒闪出一下漏斗，这是怎么回事啊？请教高手，是哪的毛病？\r\n以前从来没有过这种情况。
141840398.html		欧洲卡车模拟安装方法	我下载不知如何安装，请前辈指点一下
303948592.html	百度知道/生活/育儿/	我的宝宝才两个月,可是我发现他睡觉会打鼾，不知是不是正常现象，我很担心？	我的宝宝才两个月,可是我发现他睡觉会打鼾，不知是不是正常现象，我很担心？
534009670.html		半条命2在主界面退出时，卡住，退不出来，我是盗版的，咋办啊，我没分了，但请帮帮我	退出时卡住，退不了
